Рубинштейна ул. 9-19;2018-04-23;60266004
Рубинштейна ул. 21-29;2018-04-23;60266640
Мал. Морская ул. 4-10;2018-05-07;60360280
Мал. Морская ул. 2;2018-05-07;60360280
Невский пр. 11-13;2018-05-07;
Бол. Морская ул. 2-12;2018-05-07;60360477
Пестеля ул. 1-17;2018-05-07;60375474
Пестеля ул. 19-25;2018-05-07;60378214
Пестеля ул. 27;2018-05-07;60403765
Рылеева ул. 1-13;2018-05-07;60406495
Рылеева ул. 15-31;2018-05-07;60406495
Фонтанки наб. 57-59;2018-05-07;60411003
Фонтанки наб. 65-69;2018-05-07;60411003
Фонтанки наб. 71-79;2018-05-07;60412137
Невский пр. 17-25;2018-05-14;60591686
Невский пр. (25-27);2018-05-14;60591686
Невский пр. 27-33;2018-05-14;60592405
Невский пр. 35;2018-05-14;60592671
Дворцовая наб. 34-38;2018-05-21;62505575
Дворцовая наб. 22-32;2018-05-21;62505575
Дворцовая наб. 8-20;2018-05-21;62506226
Дворцовая наб. 6;2018-05-21;62506315
Дворцовая наб. 2-4;2018-05-21;62506476
